SMILES,targets
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:18][CH:19]([c:20]2[cH:22][cH:25][cH:27][cH:26][cH:23]2)[CH2:21][CH2:24]1.O=[CH:2][c:1]1[cH:9][cH:11][c:13]([C:14]([F:15])([F:16])[F:17])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:18][CH:19]([c:20]4[cH:22][cH:25][cH:27][cH:26][cH:23]4)[CH2:21][CH2:24]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:13]([C:14]([F:15])([F:16])[F:17])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:16][CH:17]([c:18]2[cH:20][cH:23][cH:25][cH:24][cH:21]2)[CH2:19][CH2:22]1.O=[CH:2][c:1]1[cH:9][cH:11][cH:13][c:12]([O:14][CH3:15])[cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:16][CH:17]([c:18]4[cH:20][cH:23][cH:25][cH:24][cH:21]4)[CH2:19][CH2:22]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:13][c:12]([O:14][CH3:15])[cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:16][CH:17]([c:18]2[cH:20][cH:23][cH:25][cH:24][cH:21]2)[CH2:19][CH2:22]1.O=[CH:2][c:1]1[cH:9][cH:11][cH:14][cH:13][c:10]1[C:12]#[N:15]>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:16][CH:17]([c:18]4[cH:20][cH:23][cH:25][cH:24][cH:21]4)[CH2:19][CH2:22]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:14][cH:13][c:10]1[C:12]#[N:15],1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:17][CH:18]([c:19]2[cH:21][cH:24][cH:26][cH:25][cH:22]2)[CH2:20][CH2:23]1.O=[CH:2][c:1]1[cH:9][c:11]([C:13]#[N:15])[c:14]([F:16])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:17][CH:18]([c:19]4[cH:21][cH:24][cH:26][cH:25][cH:22]4)[CH2:20][CH2:23]3)[CH2:6][O:7][CH2:8]2)[cH:9][c:11]([C:13]#[N:15])[c:14]([F:16])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:16][CH:17]([c:18]2[cH:20][cH:23][cH:25][cH:24][cH:21]2)[CH2:19][CH2:22]1.O=[CH:2][c:1]1[cH:9][c:11]([Cl:13])[cH:14][c:12]([Cl:15])[cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:16][CH:17]([c:18]4[cH:20][cH:23][cH:25][cH:24][cH:21]4)[CH2:19][CH2:22]3)[CH2:6][O:7][CH2:8]2)[cH:9][c:11]([Cl:13])[cH:14][c:12]([Cl:15])[cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:16][CH:17]([c:18]2[cH:20][cH:23][cH:25][cH:24][cH:21]2)[CH2:19][CH2:22]1.O=[CH:2][c:1]1[cH:9][cH:11][c:14]([F:15])[cH:12][c:10]1[Cl:13]>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:16][CH:17]([c:18]4[cH:20][cH:23][cH:25][cH:24][cH:21]4)[CH2:19][CH2:22]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:14]([F:15])[cH:12][c:10]1[Cl:13],1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:14][CH:15]([c:16]2[cH:18][cH:21][cH:23][cH:22][cH:19]2)[CH2:17][CH2:20]1.O=[CH:2][c:1]1[cH:9][cH:11][cH:13][n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:14][CH:15]([c:16]4[cH:18][cH:21][cH:23][cH:22][cH:19]4)[CH2:17][CH2:20]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:13][n:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:14][CH:15]([c:16]2[cH:18][cH:21][cH:23][cH:22][cH:19]2)[CH2:17][CH2:20]1.O=[CH:2][c:1]1[cH:9][n:11]([CH3:13])[n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:14][CH:15]([c:16]4[cH:18][cH:21][cH:23][cH:22][cH:19]4)[CH2:17][CH2:20]3)[CH2:6][O:7][CH2:8]2)[cH:9][n:11]([CH3:13])[n:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:13][CH:14]([c:15]2[cH:17][cH:20][cH:22][cH:21][cH:18]2)[CH2:16][CH2:19]1.O=[CH:2][CH2:1][C:9]([CH3:10])([CH3:11])[CH3:12]>>[CH2:1]([CH:2]1[NH:5][C:4]2([CH2:3][CH2:13][CH:14]([c:15]3[cH:17][cH:20][cH:22][cH:21][cH:18]3)[CH2:16][CH2:19]2)[CH2:6][O:7][CH2:8]1)[C:9]([CH3:10])([CH3:11])[CH3:12],1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:13][CH:14]([c:15]2[cH:17][cH:20][cH:22][cH:21][cH:18]2)[CH2:16][CH2:19]1.O=[CH:2][CH:1]([CH2:9][CH3:11])[CH2:10][CH3:12]>>[CH:1]([CH:2]1[NH:5][C:4]2([CH2:3][CH2:13][CH:14]([c:15]3[cH:17][cH:20][cH:22][cH:21][cH:18]3)[CH2:16][CH2:19]2)[CH2:6][O:7][CH2:8]1)([CH2:9][CH3:11])[CH2:10][CH3:12],1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:12][CH:13]([c:14]2[cH:16][cH:19][cH:21][cH:20][cH:17]2)[CH2:15][CH2:18]1.O=[CH:2][CH:1]1[CH2:9][CH2:11][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:12][CH:13]([c:14]4[cH:16][cH:19][cH:21][cH:20][cH:17]4)[CH2:15][CH2:18]3)[CH2:6][O:7][CH2:8]2)[CH2:9][CH2:11][CH2:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:14][CH:15]([c:16]2[cH:18][cH:21][cH:23][cH:22][cH:19]2)[CH2:17][CH2:20]1.O=[CH:2][CH:1]1[CH2:9][CH2:11][O:13][CH2:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:14][CH:15]([c:16]4[cH:18][cH:21][cH:23][cH:22][cH:19]4)[CH2:17][CH2:20]3)[CH2:6][O:7][CH2:8]2)[CH2:9][CH2:11][O:13][CH2:12][CH2:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:18][O:19][CH2:20]1.O=[CH:2][c:1]1[cH:9][cH:11][c:13]([C:14]([F:15])([F:16])[F:17])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:18][O:19][CH2:20]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:13]([C:14]([F:15])([F:16])[F:17])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:16][O:17][CH2:18]1.O=[CH:2][c:1]1[cH:9][cH:11][cH:13][c:12]([O:14][CH3:15])[cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:16][O:17][CH2:18]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:13][c:12]([O:14][CH3:15])[cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:16][O:17][CH2:18]1.O=[CH:2][c:1]1[cH:9][cH:11][cH:14][cH:13][c:10]1[C:12]#[N:15]>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:16][O:17][CH2:18]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:14][cH:13][c:10]1[C:12]#[N:15],0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:17][O:18][CH2:19]1.O=[CH:2][c:1]1[cH:9][c:11]([C:13]#[N:15])[c:14]([F:16])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:17][O:18][CH2:19]3)[CH2:6][O:7][CH2:8]2)[cH:9][c:11]([C:13]#[N:15])[c:14]([F:16])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:16][O:17][CH2:18]1.O=[CH:2][c:1]1[cH:9][c:11]([Cl:13])[cH:14][c:12]([Cl:15])[cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:16][O:17][CH2:18]3)[CH2:6][O:7][CH2:8]2)[cH:9][c:11]([Cl:13])[cH:14][c:12]([Cl:15])[cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:16][O:17][CH2:18]1.O=[CH:2][c:1]1[cH:9][cH:11][c:14]([F:15])[cH:12][c:10]1[Cl:13]>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:16][O:17][CH2:18]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:14]([F:15])[cH:12][c:10]1[Cl:13],0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:14][O:15][CH2:16]1.O=[CH:2][c:1]1[cH:9][cH:11][cH:13][n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:14][O:15][CH2:16]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:13][n:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:14][O:15][CH2:16]1.O=[CH:2][c:1]1[cH:9][n:11]([CH3:13])[n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:14][O:15][CH2:16]3)[CH2:6][O:7][CH2:8]2)[cH:9][n:11]([CH3:13])[n:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:13][O:14][CH2:15]1.O=[CH:2][CH2:1][C:9]([CH3:10])([CH3:11])[CH3:12]>>[CH2:1]([CH:2]1[NH:5][C:4]2([CH2:3][CH2:13][O:14][CH2:15]2)[CH2:6][O:7][CH2:8]1)[C:9]([CH3:10])([CH3:11])[CH3:12],1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:13][O:14][CH2:15]1.O=[CH:2][CH:1]([CH2:9][CH3:11])[CH2:10][CH3:12]>>[CH:1]([CH:2]1[NH:5][C:4]2([CH2:3][CH2:13][O:14][CH2:15]2)[CH2:6][O:7][CH2:8]1)([CH2:9][CH3:11])[CH2:10][CH3:12],0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:12][O:13][CH2:14]1.O=[CH:2][CH:1]1[CH2:9][CH2:11][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:12][O:13][CH2:14]3)[CH2:6][O:7][CH2:8]2)[CH2:9][CH2:11][CH2:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:14][O:15][CH2:16]1.O=[CH:2][CH:1]1[CH2:9][CH2:11][O:13][CH2:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:14][O:15][CH2:16]3)[CH2:6][O:7][CH2:8]2)[CH2:9][CH2:11][O:13][CH2:12][CH2:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:18][O:19][c:20]2[cH:21][cH:23][cH:25][cH:24][c:22]21.O=[CH:2][c:1]1[cH:9][cH:11][c:13]([C:14]([F:15])([F:16])[F:17])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:18][O:19][c:20]4[cH:21][cH:23][cH:25][cH:24][c:22]43)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:13]([C:14]([F:15])([F:16])[F:17])[cH:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:16][O:17][c:18]2[cH:19][cH:21][cH:23][cH:22][c:20]21.O=[CH:2][c:1]1[cH:9][cH:11][cH:13][c:12]([O:14][CH3:15])[cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:16][O:17][c:18]4[cH:19][cH:21][cH:23][cH:22][c:20]43)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:13][c:12]([O:14][CH3:15])[cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:16][O:17][c:18]2[cH:19][cH:21][cH:23][cH:22][c:20]21.O=[CH:2][c:1]1[cH:9][cH:11][cH:14][cH:13][c:10]1[C:12]#[N:15]>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:16][O:17][c:18]4[cH:19][cH:21][cH:23][cH:22][c:20]43)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:14][cH:13][c:10]1[C:12]#[N:15],1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:17][O:18][c:19]2[cH:20][cH:22][cH:24][cH:23][c:21]21.O=[CH:2][c:1]1[cH:9][c:11]([C:13]#[N:15])[c:14]([F:16])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:17][O:18][c:19]4[cH:20][cH:22][cH:24][cH:23][c:21]43)[CH2:6][O:7][CH2:8]2)[cH:9][c:11]([C:13]#[N:15])[c:14]([F:16])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:16][O:17][c:18]2[cH:19][cH:21][cH:23][cH:22][c:20]21.O=[CH:2][c:1]1[cH:9][c:11]([Cl:13])[cH:14][c:12]([Cl:15])[cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:16][O:17][c:18]4[cH:19][cH:21][cH:23][cH:22][c:20]43)[CH2:6][O:7][CH2:8]2)[cH:9][c:11]([Cl:13])[cH:14][c:12]([Cl:15])[cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:16][O:17][c:18]2[cH:19][cH:21][cH:23][cH:22][c:20]21.O=[CH:2][c:1]1[cH:9][cH:11][c:14]([F:15])[cH:12][c:10]1[Cl:13]>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:16][O:17][c:18]4[cH:19][cH:21][cH:23][cH:22][c:20]43)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:14]([F:15])[cH:12][c:10]1[Cl:13],1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:14][O:15][c:16]2[cH:17][cH:19][cH:21][cH:20][c:18]21.O=[CH:2][c:1]1[cH:9][cH:11][cH:13][n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:14][O:15][c:16]4[cH:17][cH:19][cH:21][cH:20][c:18]43)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:13][n:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:14][O:15][c:16]2[cH:17][cH:19][cH:21][cH:20][c:18]21.O=[CH:2][c:1]1[cH:9][n:11]([CH3:13])[n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:14][O:15][c:16]4[cH:17][cH:19][cH:21][cH:20][c:18]43)[CH2:6][O:7][CH2:8]2)[cH:9][n:11]([CH3:13])[n:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:13][O:14][c:15]2[cH:16][cH:18][cH:20][cH:19][c:17]21.O=[CH:2][CH2:1][C:9]([CH3:10])([CH3:11])[CH3:12]>>[CH2:1]([CH:2]1[NH:5][C:4]2([CH2:3][CH2:13][O:14][c:15]3[cH:16][cH:18][cH:20][cH:19][c:17]32)[CH2:6][O:7][CH2:8]1)[C:9]([CH3:10])([CH3:11])[CH3:12],0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:13][O:14][c:15]2[cH:16][cH:18][cH:20][cH:19][c:17]21.O=[CH:2][CH:1]([CH2:9][CH3:11])[CH2:10][CH3:12]>>[CH:1]([CH:2]1[NH:5][C:4]2([CH2:3][CH2:13][O:14][c:15]3[cH:16][cH:18][cH:20][cH:19][c:17]32)[CH2:6][O:7][CH2:8]1)([CH2:9][CH3:11])[CH2:10][CH3:12],0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:12][O:13][c:14]2[cH:15][cH:17][cH:19][cH:18][c:16]21.O=[CH:2][CH:1]1[CH2:9][CH2:11][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:12][O:13][c:14]4[cH:15][cH:17][cH:19][cH:18][c:16]43)[CH2:6][O:7][CH2:8]2)[CH2:9][CH2:11][CH2:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]1([NH2:5])[CH2:3][CH2:14][O:15][c:16]2[cH:17][cH:19][cH:21][cH:20][c:18]21.O=[CH:2][CH:1]1[CH2:9][CH2:11][O:13][CH2:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][C:4]3([CH2:3][CH2:14][O:15][c:16]4[cH:17][cH:19][cH:21][cH:20][c:18]43)[CH2:6][O:7][CH2:8]2)[CH2:9][CH2:11][O:13][CH2:12][CH2:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]([CH3:3])([NH2:5])[c:18]1[cH:19][cH:21][cH:23][cH:22][cH:20]1.O=[CH:2][c:1]1[cH:9][cH:11][c:13]([C:14]([F:15])([F:16])[F:17])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]([CH3:3])([c:18]3[cH:19][cH:21][cH:23][cH:22][cH:20]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:13]([C:14]([F:15])([F:16])[F:17])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]([CH3:3])([NH2:5])[c:16]1[cH:17][cH:19][cH:21][cH:20][cH:18]1.O=[CH:2][c:1]1[cH:9][cH:11][cH:13][c:12]([O:14][CH3:15])[cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]([CH3:3])([c:16]3[cH:17][cH:19][cH:21][cH:20][cH:18]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:13][c:12]([O:14][CH3:15])[cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]([CH3:3])([NH2:5])[c:16]1[cH:17][cH:19][cH:21][cH:20][cH:18]1.O=[CH:2][c:1]1[cH:9][cH:11][cH:14][cH:13][c:10]1[C:12]#[N:15]>>[c:1]1([CH:2]2[NH:5][C:4]([CH3:3])([c:16]3[cH:17][cH:19][cH:21][cH:20][cH:18]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:14][cH:13][c:10]1[C:12]#[N:15],1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]([CH3:3])([NH2:5])[c:17]1[cH:18][cH:20][cH:22][cH:21][cH:19]1.O=[CH:2][c:1]1[cH:9][c:11]([C:13]#[N:15])[c:14]([F:16])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]([CH3:3])([c:17]3[cH:18][cH:20][cH:22][cH:21][cH:19]3)[CH2:6][O:7][CH2:8]2)[cH:9][c:11]([C:13]#[N:15])[c:14]([F:16])[cH:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]([CH3:3])([NH2:5])[c:16]1[cH:17][cH:19][cH:21][cH:20][cH:18]1.O=[CH:2][c:1]1[cH:9][c:11]([Cl:13])[cH:14][c:12]([Cl:15])[cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]([CH3:3])([c:16]3[cH:17][cH:19][cH:21][cH:20][cH:18]3)[CH2:6][O:7][CH2:8]2)[cH:9][c:11]([Cl:13])[cH:14][c:12]([Cl:15])[cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]([CH3:3])([NH2:5])[c:16]1[cH:17][cH:19][cH:21][cH:20][cH:18]1.O=[CH:2][c:1]1[cH:9][cH:11][c:14]([F:15])[cH:12][c:10]1[Cl:13]>>[c:1]1([CH:2]2[NH:5][C:4]([CH3:3])([c:16]3[cH:17][cH:19][cH:21][cH:20][cH:18]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:14]([F:15])[cH:12][c:10]1[Cl:13],1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]([CH3:3])([NH2:5])[c:14]1[cH:15][cH:17][cH:19][cH:18][cH:16]1.O=[CH:2][c:1]1[cH:9][cH:11][cH:13][n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]([CH3:3])([c:14]3[cH:15][cH:17][cH:19][cH:18][cH:16]3)[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:13][n:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]([CH3:3])([NH2:5])[c:14]1[cH:15][cH:17][cH:19][cH:18][cH:16]1.O=[CH:2][c:1]1[cH:9][n:11]([CH3:13])[n:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]([CH3:3])([c:14]3[cH:15][cH:17][cH:19][cH:18][cH:16]3)[CH2:6][O:7][CH2:8]2)[cH:9][n:11]([CH3:13])[n:12][cH:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]([CH3:3])([NH2:5])[c:13]1[cH:14][cH:16][cH:18][cH:17][cH:15]1.O=[CH:2][CH2:1][C:9]([CH3:10])([CH3:11])[CH3:12]>>[CH2:1]([CH:2]1[NH:5][C:4]([CH3:3])([c:13]2[cH:14][cH:16][cH:18][cH:17][cH:15]2)[CH2:6][O:7][CH2:8]1)[C:9]([CH3:10])([CH3:11])[CH3:12],1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]([CH3:3])([NH2:5])[c:13]1[cH:14][cH:16][cH:18][cH:17][cH:15]1.O=[CH:2][CH:1]([CH2:9][CH3:11])[CH2:10][CH3:12]>>[CH:1]([CH:2]1[NH:5][C:4]([CH3:3])([c:13]2[cH:14][cH:16][cH:18][cH:17][cH:15]2)[CH2:6][O:7][CH2:8]1)([CH2:9][CH3:11])[CH2:10][CH3:12],1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]([CH3:3])([NH2:5])[c:12]1[cH:13][cH:15][cH:17][cH:16][cH:14]1.O=[CH:2][CH:1]1[CH2:9][CH2:11][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][C:4]([CH3:3])([c:12]3[cH:13][cH:15][cH:17][cH:16][cH:14]3)[CH2:6][O:7][CH2:8]2)[CH2:9][CH2:11][CH2:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]([CH3:3])([NH2:5])[c:14]1[cH:15][cH:17][cH:19][cH:18][cH:16]1.O=[CH:2][CH:1]1[CH2:9][CH2:11][O:13][CH2:12][CH2:10]1>>[CH:1]1([CH:2]2[NH:5][C:4]([CH3:3])([c:14]3[cH:15][cH:17][cH:19][cH:18][cH:16]3)[CH2:6][O:7][CH2:8]2)[CH2:9][CH2:11][O:13][CH2:12][CH2:10]1,1
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]([c:3]1[cH:18][cH:20][cH:22][cH:21][cH:19]1)([NH2:5])[C:23]([F:24])([F:25])[F:26].O=[CH:2][c:1]1[cH:9][cH:11][c:13]([C:14]([F:15])([F:16])[F:17])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]([c:3]3[cH:18][cH:20][cH:22][cH:21][cH:19]3)([C:23]([F:24])([F:25])[F:26])[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][c:13]([C:14]([F:15])([F:16])[F:17])[cH:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]([c:3]1[cH:16][cH:18][cH:20][cH:19][cH:17]1)([NH2:5])[C:21]([F:22])([F:23])[F:24].O=[CH:2][c:1]1[cH:9][cH:11][cH:13][c:12]([O:14][CH3:15])[cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]([c:3]3[cH:16][cH:18][cH:20][cH:19][cH:17]3)([C:21]([F:22])([F:23])[F:24])[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:13][c:12]([O:14][CH3:15])[cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]([c:3]1[cH:16][cH:18][cH:20][cH:19][cH:17]1)([NH2:5])[C:21]([F:22])([F:23])[F:24].O=[CH:2][c:1]1[cH:9][cH:11][cH:14][cH:13][c:10]1[C:12]#[N:15]>>[c:1]1([CH:2]2[NH:5][C:4]([c:3]3[cH:16][cH:18][cH:20][cH:19][cH:17]3)([C:21]([F:22])([F:23])[F:24])[CH2:6][O:7][CH2:8]2)[cH:9][cH:11][cH:14][cH:13][c:10]1[C:12]#[N:15],0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]([c:3]1[cH:17][cH:19][cH:21][cH:20][cH:18]1)([NH2:5])[C:22]([F:23])([F:24])[F:25].O=[CH:2][c:1]1[cH:9][c:11]([C:13]#[N:15])[c:14]([F:16])[cH:12][cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]([c:3]3[cH:17][cH:19][cH:21][cH:20][cH:18]3)([C:22]([F:23])([F:24])[F:25])[CH2:6][O:7][CH2:8]2)[cH:9][c:11]([C:13]#[N:15])[c:14]([F:16])[cH:12][cH:10]1,0
C[Si](C)(C)[CH2:8][O:7][CH2:6][C:4]([c:3]1[cH:16][cH:18][cH:20][cH:19][cH:17]1)([NH2:5])[C:21]([F:22])([F:23])[F:24].O=[CH:2][c:1]1[cH:9][c:11]([Cl:13])[cH:14][c:12]([Cl:15])[cH:10]1>>[c:1]1([CH:2]2[NH:5][C:4]([c:3]3[cH:16][cH:18][cH:20][cH:19][cH:17]3)([C:21]([F:22])([F:23])[F:24])[CH2:6][O:7][CH2:8]2)[cH:9][c:11]([Cl:13])[cH:14][c:12]([Cl:15])[cH:10]1,0
